eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profitability_%,employees,employees_1_year_growth_%
845,Wolford,Austria,Personal goods (376),6.95,4.1,152,5.6,4.6,3.5,4.3,3.5,4.5,2,5.1
846,Elementis,UK,Chemicals (135),6.86,-0.4,520,22.5,1.3,2.3,2.4,2.3,14.6,1,-8.9
847,Randox Laboratories,UK,Biotechnology (4573),6.85,17.7,74,19.9,9.3,5.0,5.4,5.0,4.4,1,0.0
848,Antonov,UK,Automobiles & parts (335),6.81,113.4,0,39.3,"2,285.9",31.9,5.6,31.9,-700.0,0,12.5
849,Silence Therapeutics,UK,Biotechnology (4573),6.79,14.7,3,37.3,246.1,1.3,2.1,1.3,-366.0,0,14.0
850,STRATEC Biomedical Systems,Germany,Health care equipment & services (453),6.78,30.7,102,28.1,6.6,8.5,4.7,8.5,17.1,0,19.1
851,Debenhams,UK,General retailers (537),6.77,-7.9,"2,474",10.7,0.3,3.9,3.2,3.9,8.6,30,9.5
851,United Biscuits,UK,Food producers (357),6.77,13.7,"1,479",0.4,0.5,3.6,2.9,3.6,13.7,8,-0.5
853,Quantel,UK,Electronic equipment (2737),6.76,-8.2,50,9.0,13.6,1.1,0.2,1.1,18.7,0,-12.8
854,Genfit,France,Biotechnology (4573),6.74,-8.4,4,-35.3,179.2,4.3,10.7,4.3,-190.8,0,-13.3
855,Netia,Poland,Fixed line telecommunications (653),6.72,13.2,396,4.2,1.7,11.0,14.7,11.0,17.7,1,
856,Arseus,Belgium,Health care equipment & services (453),6.71,15.4,424,8.4,1.6,3.0,2.1,3.0,8.4,2,7.0
857,Hamburger Hafen und Logistik,Germany,Industrial transportation (277),6.68,25.2,"1,073",8.3,0.6,14.8,15.1,14.8,18.0,5,-2.8
858,Fluxys,Belgium,"Oil equipment, services & distribution (57)",6.66,-30.0,658,-4.4,1.0,55.5,32.9,55.5,33.2,1,1.3
859,Ratos,Sweden,Other financials (877),6.65,-24.1,"3,099",6.1,0.2,1.9,2.9,1.9,5.5,18,14.5
860,Enigma Diagnostics,UK,Biotechnology (4573),6.64,389.7,4,999.9,158.7,29.4,"2,600.0",29.4,-368.9,0,16.7
861,Oxford Biomedica,UK,Pharmaceuticals (4577),6.63,-51.8,13,-41.7,51.0,2.7,1.3,2.7,-108.2,0,5.8
862,Epigenomics,Germany,Biotechnology (4573),6.61,40.6,2,-58.1,370.1,13.7,5.0,13.7,-659.3,0,0.0
862,Grifols,Spain,Pharmaceuticals (4577),6.61,-18.8,991,8.5,0.7,9.0,11.3,9.0,21.0,6,-0.3
864,Dechra Pharmaceuticals,UK,Pharmaceuticals (4577),6.56,33.3,431,5.5,1.5,0.3,0.3,0.3,5.4,1,0.9
864,METabolic EXplorer,France,Chemicals (135),6.56,19.6,1,-43.3,771.8,598.5,456.1,598.5,-685.2,0,15.4
866,Elica,Italy,Household goods & home construction (372),6.55,13.5,368,9.9,1.8,3.3,3.4,3.3,2.6,3,19.8
867,Basler,Germany,Electrical components & equipment (2733),6.51,23.3,51,51.4,12.7,2.0,1.9,2.0,12.4,0,-10.5
868,InVivo,France,Food producers (357),6.50,,"4,433",-12.8,0.1,,,,0.4,6,
869,Forensic Science Service,UK,Support services (279),6.49,3.0,132,-10.2,4.9,1.2,1.2,1.2,-44.7,2,-1.4
870,Frontier Silicon,UK,Leisure goods (374),6.46,-7.2,26,38.1,24.8,1.2,1.5,1.2,-2.3,0,-12.0
871,Northern Foods,UK,Food producers (357),6.42,-31.2,"1,140",0.2,0.6,3.1,3.1,3.1,2.7,9,-4.2
872,Paion,Germany,Biotechnology (4573),6.41,-22.4,4,191.8,143.2,0.6,2.4,0.6,-201.9,0,-6.7
873,Kassbohrer Gelaendefahrzeug,Germany,Automobiles & parts (335),6.40,675.8,198,1.1,3.2,0.7,1.0,0.7,6.4,0,-1.6
873,Patria,Finland,Aerospace & defence (271),6.40,-39.0,564,4.6,1.1,3.1,6.9,3.1,1.9,3,-0.5
873,System C Healthcare,UK,Computer services (9533),6.40,79.5,45,75.0,14.3,1.2,1.0,1.2,13.3,0,65.0
873,ZincOx Resources,UK,Mining (177),6.40,72.9,2,62.8,284.8,849.6,"5,070.6",849.6,"-6,062.5",0,5.6
877,Taminco,Belgium,Chemicals (135),6.37,4.8,715,21.9,0.9,6.6,5.1,6.6,14.1,1,2.6
878,NSC Groupe,France,Industrial machinery (2757),6.35,-9.3,79,1.8,8.1,1.8,1.3,1.8,-10.0,1,-15.1
879,UNIQA,Austria,Nonlife insurance (853),6.34,-29.9,"5,997",8.3,0.1,0.6,0.9,0.6,2.5,15,-0.3
879,Vistaprint,The Netherlands,Support services (279),6.34,20.3,499,29.9,1.3,15.1,14.8,15.1,11.5,2,36.6
881,Azkoyen,Spain,Industrial machinery (2757),6.32,103.9,134,-17.7,4.7,1.0,1.7,1.0,-9.0,1,-12.2
882,IRIS,Belgium,Software (9537),6.31,7.1,119,16.1,5.3,0.5,0.5,0.5,3.8,1,4.3
883,Brit Insurance Holdings,The Netherlands,Nonlife insurance (853),6.30,-1.8,"1,656",-11.5,0.4,0.3,0.1,0.3,8.2,1,3.7
883,StatPro,UK,Software (9537),6.30,40.9,39,5.0,16.3,2.8,2.5,2.8,17.6,0,2.1
885,TELES,Germany,Internet (9535),6.28,-23.3,20,-17.2,31.1,0.6,4.3,0.6,-35.3,0,-22.3
886,MeVis Medical Solutions,Germany,Software (9537),6.23,134.1,14,3.0,43.6,1.4,2.3,1.4,-42.4,0,-6.3
887,Stena,Sweden,Travel & leisure (575),6.21,12.0,"2,942",-5.0,0.2,34.5,29.9,34.5,13.2,10,-3.8
888,BWT,Austria,"Gas, water & multiutilities (757)",6.20,-4.6,461,15.0,1.3,2.3,2.0,2.3,6.7,3,12.6
889,Martin Dawes Systems,UK,Computer services (9533),6.17,11.6,37,10.8,16.5,3.2,2.4,3.2,11.1,0,5.0
890,Hamworthy,UK,Industrial machinery (2757),6.13,29.0,212,-15.3,2.9,2.9,1.2,2.9,7.3,1,-6.3
891,Evotec,Germany,Pharmaceuticals (4577),6.12,-70.8,55,29.5,11.1,4.4,5.2,4.4,1.6,0,11.3
892,Systemair,Sweden,Industrial machinery (2757),6.10,10.0,357,-3.4,1.7,3.9,3.3,3.9,8.0,2,4.6
893,Dixons Retail,UK,General retailers (537),6.07,-63.1,"9,736",-2.4,0.1,2.3,1.9,2.3,-2.2,40,2.1
893,Lombard Medical Technologies,UK,Health care equipment & services (453),6.07,4.4,4,27.4,173.0,3.3,0.8,3.3,-290.8,0,4.7
895,ExonHit Therapeutics ,France,Biotechnology (4573),6.04,-27.5,8,65.1,74.8,1.1,4.6,1.1,-80.1,0,-23.1
896,Global Graphics,France,Software (9537),6.01,-3.3,10,2.6,62.6,2.4,1.3,2.4,-19.6,0,-45.0
897,Aareal Bank,Germany,Banks (835),6.00,-14.3,609,1.7,1.0,1.6,2.0,1.6,22.0,2,-3.7
897,Ocado,UK,Food & drug retailers (533),6.00,25.6,602,28.3,1.0,5.7,4.6,5.7,-1.1,4,21.7
897,Raisio,Finland,Food producers (357),6.00,7.1,443,8.4,1.4,2.1,2.3,2.1,4.4,1,77.2
897,SNS REAAL,The Netherlands,Other financials (877),6.00,-87.5,"7,073",-16.6,0.1,0.5,0.4,0.5,-3.8,7,-2.9
901,MDxHealth,Belgium,Biotechnology (4573),5.91,-36.4,2,90.9,300.1,2.5,25.4,2.5,-454.0,0,-43.9
901,update software,Austria,Software (9537),5.91,-6.0,28,-11.9,21.4,1.0,0.4,1.0,-9.7,0,-7.3
903,Torotrak,UK,Automobiles & parts (335),5.90,-3.3,6,-33.7,99.8,7.0,6.8,7.0,-71.1,0,-11.7
904,Beazley,UK,Nonlife insurance (853),5.89,-26.9,"1,096",3.8,0.5,0.1,0.3,0.1,17.1,0,
905,USU Software,Germany,Software (9537),5.87,6.2,38,11.7,15.4,1.2,1.0,1.2,6.8,0,11.0
906,MITIE,UK,Support services (279),5.84,-13.8,"2,207",10.0,0.3,1.4,1.5,1.4,4.7,59,9.7
906,Velti,UK,Software (9537),5.84,-62.3,87,29.2,6.7,0.9,0.7,0.9,-1.9,1,19.8
908,Generix,France,Support services (279),5.82,-39.3,66,-2.1,8.8,1.7,2.0,1.7,-8.5,0,21.8
909,Solon,Germany,Alternative energy (58),5.81,52.6,623,75.7,0.9,1.5,10.3,1.5,-0.8,1,0.5
910,Pescanova,Spain,Food producers (357),5.80,7.4,"1,565",6.2,0.4,3.5,8.3,3.5,5.9,9,-3.1
911,ATOSS Software,Germany,Software (9537),5.76,5.3,29,0.8,19.7,8.1,1.8,8.1,23.3,0,7.0
911,Dialight,UK,Electrical components & equipment (2733),5.76,6.5,116,28.3,5.0,2.8,1.9,2.8,11.3,1,5.4
913,Aerocrine,Sweden,Health care equipment & services (453),5.75,-6.7,9,-14.3,61.2,0.7,1.8,0.7,-100.3,0,-1.8
913,Langley,UK,Industrial machinery (2757),5.75,-10.5,400,-6.2,1.4,2.0,2.4,2.0,15.3,2,-1.9
915,Archos,France,Leisure goods (374),5.73,-7.2,83,43.9,6.9,0.7,,0.7,-1.8,0,15.7
915,Clarity Commerce Solutions,UK,Software (9537),5.73,37.6,22,2.8,25.7,0.6,0.3,0.6,7.8,0,-19.9
917,PKC,Finland,Electronic equipment (2737),5.70,3.6,316,56.6,1.8,3.5,1.5,3.5,9.3,5,12.5
918,Affitech,Denmark,Biotechnology (4573),5.68,48.0,0,-32.4,"1,770.7",34.3,9.7,34.3,"-3,098.1",0,-20.0
919,Microgen,UK,Computer services (9533),5.66,-0.3,39,-1.9,14.4,1.7,1.6,1.7,23.3,0,5.7
920,Sioen Industries,Belgium,Personal goods (376),5.64,16.5,300,13.5,1.9,2.4,3.3,2.4,8.1,5,8.1
921,Mindscape,France,Leisure goods (374),5.63,170.7,32,-40.9,17.5,0.7,,0.7,-48.1,0,2.7
922,Nanogate,Germany,Chemicals (135),5.62,40.8,21,95.6,26.8,6.8,8.4,6.8,-2.7,0,65.3
923,RCS MediaGroup,Italy,Media (555),5.50,0.0,"2,255",2.2,0.2,1.8,0.9,1.8,3.1,6,-4.6
924,Bond International Software,UK,Software (9537),5.46,-6.3,38,-0.5,14.4,1.2,1.7,1.2,-3.3,0,2.5
925,Schramm,Germany,Chemicals (135),5.45,15.1,115,17.0,4.7,1.7,1.4,1.7,7.8,1,-3.4
926,Manutan International,France,Support services (279),5.43,-35.7,563,15.2,1.0,7.9,2.0,7.9,6.0,2,6.5
926,MOBOTIX,Germany,Electronic equipment (2737),5.43,26.8,54,19.9,10.1,6.7,15.4,6.7,22.6,0,17.1
928,Uzin Utz,Germany,Construction & materials (235),5.40,14.9,184,7.0,2.9,3.4,1.6,3.4,9.0,1,-2.1
929,Frigoglass,Greece,Industrial machinery (2757),5.39,29.0,457,35.4,1.2,5.6,4.1,5.6,10.8,5,28.7
930,Hogg Robinson,UK,Support services (279),5.37,-9.8,418,9.5,1.3,1.1,1.4,1.1,10.7,5,-0.2
931,InVision Software,Germany,Software (9537),5.33,0.7,16,33.7,33.3,0.4,0.8,0.4,6.6,0,-23.8
931,Oxford Catalysts,UK,Chemicals (135),5.33,71.6,9,-11.6,59.7,8.1,18.5,8.1,-107.3,0,-1.2
933,Victrex,UK,Chemicals (135),5.32,14.6,221,82.5,2.4,2.3,7.1,2.3,39.5,0,-2.0
934,Ige+Xao,France,Software (9537),5.30,0.0,21,-2.2,24.9,0.6,0.8,0.6,16.0,0,-5.2
934,Txt E-Solutions,Italy,Software (9537),5.30,-18.7,53,10.5,10.1,1.1,1.9,1.1,1.4,1,-4.9
936,CENIT AG Systemhaus,Germany,Computer services (9533),5.27,10.7,93,7.7,5.7,0.7,1.0,0.7,4.2,1,-9.4
937,Volker Wessels Stevin,The Netherlands,Construction & materials (235),5.26,-6.7,"4,250",-3.8,0.1,1.7,2.1,1.7,2.3,17,-0.3
938,W L Shareholding,UK,Electrical components & equipment (2733),5.25,52.2,105,13.7,5.0,6.2,2.7,6.2,11.7,1,-2.8
939,DADA,Italy,Internet (9535),5.23,7.2,155,-8.9,3.4,2.5,2.3,2.5,2.6,1,5.3
940,SABMiller,UK,Beverages (353),5.22,75.0,"14,467",7.7,0.0,6.3,8.0,6.3,20.5,69,-1.3
941,First Derivatives,UK,Computer services (9533),5.21,240.5,43,44.2,12.2,2.3,4.3,2.3,15.0,0,26.4
941,Investment AB Kinnevik,Sweden,Other financials (877),5.21,0.0,953,2.3,0.5,8.0,7.8,8.0,160.0,2,-2.7
943,Haulotte,France,Commercial vehicles & trucks (2753),5.20,-11.1,250,23.8,2.1,5.7,13.2,5.7,-18.7,2,-6.8
943,Jensen,Belgium,Industrial machinery (2757),5.20,13.0,227,29.6,2.3,0.7,0.9,0.7,6.8,1,6.7
945,Deceuninck,Belgium,Construction & materials (235),5.18,11.0,558,10.1,0.9,2.7,2.9,2.7,4.3,3,0.2
945,Ponsse,Finland,Commercial vehicles & trucks (2753),5.18,9.0,262,78.9,2.0,1.8,1.9,1.8,8.1,1,-3.8
947,Ipsogen,France,Health care equipment & services (453),5.16,97.1,8,24.3,61.6,8.4,16.7,8.4,-53.7,0,10.8
948,Luxfer,UK,Industrial machinery (2757),5.14,37.5,305,10.5,1.7,4.0,3.5,4.0,11.1,1,-1.0
949,DekaBank Deutsche Girozentrale,Germany,Banks (835),5.10,-10.5,"1,688",0.6,0.3,0.1,0.1,0.1,50.3,4,-1.9
950,Rotork,UK,Industrial machinery (2757),5.04,21.4,444,7.6,1.1,1.3,1.2,1.3,25.7,2,6.0
951,Boiron,France,Pharmaceuticals (4577),5.02,65.9,520,-1.1,1.0,5.2,6.7,5.2,12.4,4,10.1
952,Intershop Communications,Germany,Software (9537),5.00,-16.0,44,23.9,11.3,1.0,1.1,1.0,4.6,0,14.4
952,MVV Energie,Germany,"Gas, water & multiutilities (757)",5.00,-16.7,"3,359",6.3,0.1,5.2,6.8,5.2,9.3,6,2.0
952,Red Electrica De Espana,Spain,Electricity (753),5.00,-28.6,"1,397",16.4,0.4,165.1,63.2,165.1,46.5,2,3.3
952,TNT ,The Netherlands,Industrial transportation (277),5.00,-61.5,"11,214",9.1,0.0,0.8,1.9,0.8,5.4,77,-51.7
952,TUV SUD,Germany,General retailers (537),5.00,-4.4,"1,574",10.3,0.3,2.3,2.7,2.3,8.5,15,6.9
957,Indutrade,Sweden,Electrical components & equipment (2733),4.99,12.5,748,7.6,0.7,1.9,1.4,1.9,9.1,3,9.5
958,AMG Advanced Metallurgical,The Netherlands,Industrial metals & mining (175),4.97,-33.2,738,5.9,0.7,3.2,2.6,3.2,2.4,0,
959,Astex Therapeutics,UK,Biotechnology (4573),4.95,363.2,11,-9.6,46.9,4.8,0.8,4.8,-80.7,0,2.8
959,Epsilon Net,Greece,Software (9537),4.95,0.1,9,6.7,52.6,6.7,20.5,6.7,22.4,0,-9.8
961,Emak,Italy,Household goods & home construction (372),4.92,-4.5,207,6.1,2.4,1.4,4.1,1.4,6.4,1,0.9
962,AppSense,UK,Software (9537),4.91,21.8,34,58.7,14.5,1.5,1.6,1.5,13.2,0,10.1
962,Surteco,Germany,Household goods & home construction (372),4.91,18.8,389,14.0,1.3,2.9,2.8,2.9,10.6,2,0.6
962,Xaar,UK,Computer hardware (9572),4.91,9.2,64,30.0,7.7,11.9,11.9,11.9,9.6,0,18.6
965,Brisa,Portugal,Industrial transportation (277),4.90,-18.3,647,0.3,0.8,3.1,17.7,3.1,9.7,3,-9.4
965,GeoSentric,Finland,Telecommunications equipment (9578),4.90,-40.3,2,-25.7,264.9,2.2,8.4,2.2,-609.3,0,-3.3
965,Intelligent Energy,UK,Electrical components & equipment (2733),4.90,-28.8,9,71.9,53.8,26.2,12.5,26.2,-125.9,0,32.7
968,Hochtief,Germany,Construction & materials (235),4.89,-7.9,"20,159",11.0,0.0,4.5,4.5,4.5,3.2,71,6.8
969,Photo-Me,UK,Leisure goods (374),4.88,-37.3,262,-0.5,1.9,2.5,6.0,2.5,3.6,1,-10.6
970,Gerresheimer,Germany,Health care equipment & services (453),4.87,28.3,"1,025",2.5,0.5,6.6,8.4,6.6,9.1,9,-1.5
970,MLS Multimedia,Greece,Software (9537),4.87,25.4,15,19.0,32.9,1.1,4.3,1.1,18.5,0,60.0
970,Recipharm,Sweden,Pharmaceuticals (4577),4.87,-7.2,247,17.7,2.0,5.3,6.8,5.3,0.0,2,21.3
970,Smartrac,The Netherlands,Electrical components & equipment (2733),4.87,2.7,180,40.9,2.7,8.5,4.4,8.5,4.4,3,27.6
974,CIE Automotive,Spain,Automobiles & parts (335),4.85,-21.2,"1,591",38.5,0.3,5.3,7.4,5.3,7.0,12,3.0
974,Consort Medical,UK,Health care equipment & services (453),4.85,-6.3,154,5.8,3.1,8.2,4.1,8.2,12.0,1,-1.1
974,Sinosoft Technology,UK,Software (9537),4.85,70.6,11,20.2,44.9,0.4,3.5,0.4,17.7,0,13.7
977,Stonesoft,Finland,Computer services (9533),4.83,15.1,24,3.2,19.8,3.3,0.9,3.3,-14.2,0,7.3
978,Innovia Films,UK,Chemicals (135),4.80,-15.4,346,-7.2,1.4,2.2,3.5,2.2,12.5,1,-2.8
978,Osterreichische Elektrizitatswirtsch ,Austria,Electricity (753),4.80,11.6,"3,308",-5.0,0.1,19.2,13.5,19.2,25.7,3,6.9
980,Itesoft,France,Software (9537),4.78,2.2,20,-0.4,23.6,2.0,0.5,2.0,-3.1,0,5.5
981,Skanska,Sweden,Construction & materials (235),4.77,-25.9,"13,552",-10.7,0.0,1.1,0.9,1.1,4.3,52,-2.4
982,Kingspan,Ireland,Construction & materials (235),4.74,22.4,"1,193",6.0,0.4,1.9,3.8,1.9,5.6,5,-3.1
982,PiroNet NDH,Germany,Software (9537),4.74,-51.5,63,4.7,7.5,3.5,5.5,3.5,-21.6,1,0.6
984,Orchestra Kazibao,France,Personal goods (376),4.67,1.4,179,5.0,2.6,2.6,4.4,2.6,0.9,1,1.9
984,Provident Financial,UK,Other financials (877),4.67,-35.5,"1,011",6.2,0.5,1.7,0.9,1.7,16.4,4,-0.4
986,Andor Technology,UK,Electronic equipment (2737),4.65,39.5,50,29.0,9.3,1.0,1.4,1.0,12.2,0,21.2
986,FFastFill,UK,Software (9537),4.65,28.4,18,8.7,25.6,4.8,3.7,4.8,11.8,0,6.3
986,Greencore,Ireland,Food producers (357),4.65,-11.9,"1,002",-9.2,0.5,3.3,2.6,3.3,6.4,7,-2.7
989,Hamon & Cie,Belgium,Industrial machinery (2757),4.64,119.5,346,-9.0,1.3,1.9,2.6,1.9,6.4,1,7.1
989,TTP,UK,Computer services (9533),4.64,165.9,50,13.2,9.3,1.7,1.3,1.7,14.7,0,2.1
989,Twintec,Germany,Automobiles & parts (335),4.64,-9.1,41,-9.7,11.2,2.5,1.4,2.5,0.0,0,7.5
992,Ebro Food,Spain,Food producers (357),4.61,-52.4,"1,994",-15.2,0.2,3.3,3.4,3.3,11.2,5,-12.5
993,Bulgarian Telecommunications,Bulgaria,Fixed line telecommunications (653),4.59,999.9,501,-5.0,0.9,9.5,14.3,9.5,7.7,0,
994,SQS Software Quality Systems,Germany,Computer services (9533),4.58,37.8,163,21.2,2.8,1.3,1.3,1.3,4.2,2,20.9
995,John Menzies,UK,Support services (279),4.55,2.6,"2,145",6.5,0.2,0.7,0.9,0.7,2.4,19,7.4
995,Lindab International,Sweden,Construction & materials (235),4.55,-19.6,724,-7.0,0.6,1.8,6.7,1.8,3.3,4,-2.9
995,Syntaxin,UK,Pharmaceuticals (4577),4.55,10.3,2,-20.3,205.7,13.0,15.4,13.0,-353.0,0,0.0
998,MolMed,Italy,Biotechnology (4573),4.54,-4.2,2,-13.8,217.9,10.3,24.8,10.3,-875.3,0,-5.6
999,SUSS MicroTec,Germany,Semiconductors (9576),4.52,-8.3,141,17.1,3.2,1.8,0.3,1.8,7.3,1,-5.1
1000,Havenbedrijf Rotterdam,The Netherlands,Industrial transportation (277),4.50,-10.0,538,6.1,0.8,76.9,69.5,76.9,38.7,1,0.9
